Regulator	Target	MI
CREBBP	SLC27A1	1
NRF1	FMR1	1
CTNNB1	NEUROG1	1
SP1	DHCR24	1
CREBBP	CEBPA	1
CREB5	MAPKAPK3	1
PAX5	MYCN	1
SP1	EDNRB	1
PPARGC1A	ANGPTL4	1
SP1	EGR1	1
FOS	ETS1	1
HIF1A	BHLHE40	1
HIF1A	BHLHE41	1
DIAPH1	MITF	1
BCL6	CCND2	-1
PAX3	MYL1	1
CEBPA	LYZ	1
SMAD4	DACH1	-1
TP53	RELA	1
MTA1	SUMO2	1
BRCA1	MAD2L1	1
TP63	IL1A	1
MEN1	CDKN2C	-1
MED1	SLC27A1	1
PPARA	AGT	1
TP73	IL4R	1
MAX	ENO1	1
HES1	DBF4	1
GATA3	CDH3	-1
CDK12	RAD51D	1
FAS	ETS1	1
E2F1	NRIP1	1
NFYC	MVK	1
NFYB	MVK	1
NFYA	MVK	1
NR0B1	NR5A1	-1
THRAP3	ANGPTL4	1
TNFRSF11B	SMAD4	1
TNFRSF11B	SMAD3	1
YY1	VEGFB	1
TNFRSF11B	SMAD2	1
EP300	ADIPOQ	1
SDC2	SPP1	1
THBS1	YY1	-1
NR1I2	CYP3A4	1
XRCC5	KLK3	1
XRCC6	KLK3	1
MMP2	GLI2	1
RBPJ	GATA3	1
GATA2	RBPJ	1
EGR1	LHB	1
LHB	EGR1	1
SP3	MYCN	1
TFDP2	EED	1
TFDP1	EED	1
IRF1	TAP1	1
IRF2	TAP1	1
WT1	PODXL	1
CREBBP	BDKRB2	1
LDB1	TCF3	-1
ATF2	ARG1	1
EGFR	CXCL8	1
STAT3	FAAH	1
ARNT	HMOX1	1
SOX9	BEST1	1
FCGR1A	STAT5A	1
FCGR1A	STAT5B	1
HPGD	FOXO3	1
NFKB1	AKT1	-1
NFKB1	AKT2	-1
RXRA	PLIN2	1
RXRA	PLIN1	1
CARM1	HMGCR	1
ESR1	DSCAM	1
ATF2	SELE	1
KLF11	INS	1
SRSF3	CTNNB1	1
SMAD3	MYC	-1
SMAD2	MYC	-1
SMAD4	MYC	-1
ZFP36	CXCL8	-1
BAG1	BCL2L11	1
RXRA	ABCA1	1
HES1	CD4	-1
RXRG	ABCA1	1
NR3C1	POMC	-1
RXRA	ABCB4	1
GATA6	CAV1	-1
SP1	VEGFA	1
SIRT1	CDKN1A	-1
SIRT2	CDKN1A	-1
EZH2	SNAI2	-1
ESR1	AMH	1
ETS1	FLT1	1
FLT1	ETS1	1
EHF	DCDC2	-1
SP1	EAPP	1
APBB1	GMPS	-1
BCL6	BCL2L1	-1
NEUROG3	NEUROD1	1
STAT3	HIF1A	1
TFAP2C	CDKN1A	-1
MYCN	CIITA	-1
H2BFS	KLK3	1
H2BFS	KLK2	1
TP53	AIFM2	1
AIFM2	TP53	1
ELF4	HBD	1
IFI16	MYC	-1
HIF1A	SLC2A3	1
HIF1A	SLC2A1	1
MMP7	CTNNB1	1
CTNNB1	MMP7	1
CTNNB1	MMP9	1
HIST1H3E	MYC	1
SSRP1	ATR	1
ATF6	MAFA	-1
SSRP1	ATM	1
GATA1	CBFB	-1
HIF1A	WASF3	1
MMP2	CTNNB1	1
CTNNB1	MMP2	1
MMP1	CTNNB1	1
HIST1H4C	MYC	1
MAX	PTPA	-1
CTNNB1	RB1	-1
ETS2	FLI1	1
ETS1	FLI1	1
NR1I3	CYP2B6	1
KLF15	RBP3	-1
CTNNB1	MITF	1
XBP1	WFS1	1
ZNF202	ABCA1	-1
SPI1	MAPK1	-1
STAT3	STAT1	1
STAT1	STAT2	1
ASCL1	DKK1	-1
ATF2	ATF3	1
ATF4	ATF3	1
CREBBP	BNIP3L	1
EP300	MMP1	1
EP300	MMP9	1
ATF4	ATG5	1
ESR1	BLM	1
SP1	ADAM23	1
PPARA	SLC27A1	1
SP1	ADAM17	1
E2F3	CDKN2A	-1
ESR1	UGT2B15	1
SPDEF	AGR2	1
SP1	ADAM10	1
JUN	NEFL	1
PCYT2	SREBF2	1
PCYT2	SREBF1	1
ATF4	ASNS	1
ATF3	ASNS	1
NANOG	TDGF1	1
EHMT2	RUNX3	1
MET	SMAD7	-1
PITX2	CCND2	1
NOC2L	CDKN1A	-1
POLR2B	RAD51D	1
POLR2A	RAD51D	1
POLR2D	RAD51D	1
POLR2C	RAD51D	1
POLR2F	RAD51D	1
POLR2E	RAD51D	1
POLR2H	RAD51D	1
POLR2G	RAD51D	1
POLR2J	RAD51D	1
TGS1	RGL1	1
POLR2I	RAD51D	1
FOXA2	SERPINC1	-1
POLR2L	RAD51D	1
FOXA1	SERPINC1	-1
POLR2K	RAD51D	1
NCOA6	SULT2A1	1
NCOA1	SULT2A1	1
NCOA2	SULT2A1	1
ELF1	IL3	1
GATA1	HEMGN	-1
MAX	BIRC5	1
ZMYND11	IL6	1
ERBB4	SPARC	1
CHD9	TRIB3	1
NFKBIA	PON2	1
E2F1	MAP1LC3A	1
MAP1LC3A	E2F1	1
MAP1LC3B	E2F1	1
ERBB4	ADAP1	-1
PLAU	NFKB1	1
NFKB1	PLAU	1
IL12A	GZMA	1
IL12B	GZMB	1
AGTR1	ANGPT2	1
IL12B	GZMA	1
IL12A	GZMB	1
SMARCD3	PEX11A	1
IL2RG	PRF1	1
IL2RB	PRF1	1
IL2RA	PRF1	1
PARP1	BRCA2	-1
PMEL	MITF	1
EIF5	MYC	1
TP53	SESN1	1
HDAC5	SLC2A4	-1
PAX6	PDHX	-1
JUN	PTEN	-1
ATF6	NUCB1	1
PPARA	CPT1A	-1
CREBBP	EPOR	1
COPS5	VEGFA	1
PDX1	NKX6-1	1
SOX17	MACC1	-1
NELFCD	FANCD2	1
CDKN1A	MITF	-1
XBP1	ESR1	1
ESR1	XBP1	1
EP300	EIF2S1	1
CEBPB	IL4	1
CEBPB	IL6	1
YY1	ATP2C1	1
EI24	MYC	1
EFNA1	GLI2	-1
CEBPB	G6PC	1
CEBPA	G6PC	1
CEBPD	G6PC	1
CDKN2A	MITF	-1
GLCE	TCF7L2	1
EGR1	RELA	-1
RELA	EGR1	-1
CEBPB	ID1	1
PPARA	FHL2	1
HIPK2	MEF2C	-1
GLI2	TCF7L2	1
MTOR	PAX6	1
KIDINS220	GLI1	-1
NELFA	CHEK1	1
NELFB	CHEK1	1
NELFE	CHEK1	1
PARP1	CDH1	1
CTNND2	E2F1	1
TP63	TP53	-1
PROX1	CCNE1	1
EPGN	FOS	1
EP300	PLXND1	1
ELF1	TEK	1
ELF2	TEK	1
TEK	ELF2	1
KDM1A	HEY1	-1
NFKBIA	CCL5	-1
MAX	NME2	1
MAX	NME1	1
NFKBIA	CD40	-1
NFKB1	IFNA1	1
NFYA	SP3	1
NFKB1	IFNB1	1
ZNF148	GAST	1
SIM2	CASP3	1
ABCA3	SREBF1	1
FOXP3	TNFRSF18	1
JUN	NOX5	1
ETS2	LCK	1
ETS1	LCK	1
TFDP1	RB1	1
TFDP2	RB1	1
NFKBIA	CD58	-1
RUNX1	ITCH	1
NR3C1	PLAU	-1
CIITA	SIRT1	-1
WWTR1	BAK1	1
TBP	CEBPD	1
TAF12	CDK4	1
TAF10	CDK4	1
MDC1	RAD51D	1
RAD51D	MDC1	1
RB1	DNMT3A	-1
NKX3-2	RUNX2	-1
ETS2	KIT	1
IL12RB2	EOMES	-1
IL12RB1	EOMES	-1
TYK2	IFNG	1
STAT4	AIP	1
STAT1	IFNA1	-1
ARNT	PLIN2	1
IL12RB1	CCL3	1
IL12RB1	CCL2	1
IL12RB2	CCL4	1
IL12RB1	CCL4	1
IL12RB2	CCL3	1
EP300	VEGFA	1
STAT1	IFNB1	-1
VDR	GLI2	-1
NCOA2	PLIN2	1
NCOA3	PLIN1	1
NCOA1	PLIN2	1
NCOA2	PLIN1	1
NCOA1	PLIN1	1
CEBPB	TTR	1
NCOA6	PLIN2	1
CEBPA	TTR	1
CEBPD	TTR	1
YBX1	MMP13	-1
JUN	KLRC3	1
IL12RB1	CCR5	1
IL12RB2	CCR5	1
THRAP3	LPL	1
LIN52	PCNA	-1
LIN54	PCNA	-1
SOX6	CCND1	-1
MECP2	GAD1	-1
SP1	KCNQ3	1
SP1	KCNQ2	1
TNFAIP3	NFKB1	-1
CARM1	GRHL1	1
NRF1	IDE	1
ZBTB17	CCND1	1
LIN37	PCNA	-1
MTA1	BCAS3	1
BRCA1	EP300	1
EP300	BRCA1	1
RELA	CCL2	1
RELA	CCL3	1
RELA	CCL5	1
PRKCD	AR	1
IL10	CCR2	1
IL10	CCR1	1
IL10	CCR5	1
KLF8	CDH2	-1
MYC	TMEM126A	-1
ARNT	ABCG2	1
SOX6	CCNA2	-1
RBMX	EGR1	-1
IL13	CD36	1
IL18	CCR5	1
SCD	CEBPA	1
RELA	CD40	1
RELA	CCR7	1
RELA	CCR2	1
RELA	CCR3	1
ARNT	ABCB1	1
ANKRD1	NPPA	-1
MAX	TMEM126A	-1
NOTCH1	SKP2	1
YY1	EGFR	1
BCL3	CTCF	-1
RUNX1	RSPO3	1
CTCF	BCL6	-1
SOX11	SPAST	1
HELZ2	HMGCR	1
STAT3	FLT3	1
MYC	NME2	1
NME2	MYC	1
MYC	NME1	1
NME1	MYC	1
MMP9	SMAD3	1
MMP1	SMAD3	1
STAT3	A2M	1
A2M	STAT3	1
RBBP5	ITGA2B	1
SP1	CEBPD	1
ESR1	MYC	1
ESR1	MYB	1
SLIT2	GLI1	-1
NFKBIA	TNFSF10	-1
RELA	CDH1	1
DES	STAT2	1
FZD1	CTNNB1	-1
NCOA3	BCL2	1
NR0B1	NOS1	1
FLI1	COL1A2	-1
RUNX3	RORC	1
RELA	CDK6	1
RELA	CDK4	1
TCF12	CDH1	-1
CTNND1	MMP7	1
HIF1A	ACE	1
MYC	FTH1P18	-1
HIF1A	ADM	1
ADM	HIF1A	1
JUN	PPARD	1
CREB5	TNFRSF11B	-1
MED1	CPT1A	1
HIF1A	AGT	1
RELA	CD58	1
TP53	IRF5	1
STAT3	CRP	1
POU5F1	FGF2	1
POU5F1	FGF4	1
RELA	CD83	1
RELA	CD80	1
NFKB1	HBEGF	1
HIF1A	FLT1	1
DNMT3L	TDG	-1
RELA	CD86	1
MYB	CLEC4G	1
GATM	GLI1	-1
SV2A	SREBF1	1
YBX1	MYCN	1
TCF3	CDK6	-1
ELF2	VCP	1
ATF4	NUPR1	1
ELOA2	RAD51D	1
ELOA3	RAD51D	1
ETS1	MYB	1
CREB5	LGALS3BP	-1
TCF3	CDH1	-1
NF1	PLAT	-1
MLST8	PPARGC1A	1
HIF1A	CXCL12	1
STAT1	PRKCE	-1
MAX	NPM1	1
TWIST1	CDH1	-1
TWIST2	CDH2	-1
STAT4	CA1	1
STAT4	IL18RAP	1
NUPR1	CDKN1A	1
PGR	ESR1	1
ESR1	PGR	1
FOS	PTEN	-1
FOXA1	BCL2	-1
IL18	GADD45G	1
IL18	GADD45B	1
MYB	ANPEP	1
STAT3	CFB	1
CFB	STAT2	1
ATF2	BCL2	1
LIN28A	POU5F1	1
BTF3	ABL2	1
THRAP3	MYC	1
SP1	CYP1B1	1
PURA	FAS	-1
MMP10	GLI2	-1
MMP13	GLI1	-1
MMP13	GLI2	-1
EHF	SPRR1B	1
EWSR1	PHLDA1	-1
NCOA6	ABCA1	1
NCOA1	ABCA1	1
ESR1	ZFHX3	1
NCOA2	ABCA1	1
NCOA6	ABCB4	1
NCOA2	ABCB4	1
NCOA1	ABCB4	1
SMAD3	GSC	-1
TLE3	RUNX1	-1
DEK	PRDX5	-1
MYC	NOL7	1
EDN1	GLI2	1
TP53	NKX3-1	-1
ETS2	CXCL8	1
E2F2	SUZ12	1
ETS1	GP6	1
PPARG	SLC5A5	1
E2F1	SUZ12	1
E2F3	SUZ12	1
GP9	ETS1	1
YY1	FCER1A	1
TAL1	CD34	-1
REST	TPH2	1
ENO1	MYC	1
MYC	ENO1	1
RPS6KA3	KLK3	1
UCN	GHRL	-1
MTAP	CTNNB1	1
SPI1	ARG1	1
SREBF2	PCSK9	1
HIF1A	FGF2	1
SREBF1	PCSK9	1
VDR	CYP3A4	1
PCBD1	FXYD2	-1
HEXIM1	CCND1	-1
NFE2L1	NQO1	1
STAT3	POU2F1	1
SSRP1	FANCI	1
HDAC3	MMP2	-1
HDAC1	MMP9	-1
STAT6	SLC26A4	1
RXRA	SERPINC1	1
IFNGR1	GLI2	-1
E2F6	RBBP8	-1
RBBP8	E2F6	-1
RBBP4	E2F1	-1
E2F6	RBBP4	-1
RBBP4	E2F6	-1
NCOA3	SOD1	1
PML	CEBPE	1
EGR1	TNF	1
TNF	EGR1	1
EGR4	TNF	1
EZH2	AXL	1
EPAS1	TWIST1	1
PPARD	CAT	1
SUPT3H	CDK4	1
FOS	NPPA	1
CLOCK	NAMPT	1
REL	BIRC3	1
DDX17	TFF1	1
ZNF224	VDR	1
MUC6	CTNNB1	1
VEZF1	IL3	1
SP5	TCF7L2	1
SUPT7L	CDK4	1
PPARA	G0S2	1
CTNNB1	STARD7	1
HIF1A	FECH	1
WT1	PAX2	-1
E2F5	MYBL2	-1
E2F4	MYBL2	-1
CD28	IFNG	1
TRRAP	CDK4	1
HSF1	HSD17B6	-1
CD3D	IFNG	1
CD3E	IFNG	1
CD3G	IFNG	1
KAT5	ERCC1	1
RUNX3	ING4	1
RUNX3	ING1	1
CD80	IFNG	1
CD86	IFNG	1
TFDP1	ORC1	1
TFDP2	ORC1	1
DCAF6	AR	1
TP53	RGCC	1
FOXL2	STAR	-1
EGR1	MMP14	1
CREBBP	PPARA	1
JUN	ESR1	1
ESR1	JUN	1
TP53	KLF2	-1
MAML1	FCER2	1
MAML3	FCER2	1
MAML2	FCER2	1
TP63	KLF4	-1
PPARGC1A	FABP4	1
ANGPT2	CDKN1A	1
EPRS	MYC	1
HDAC1	E2F1	-1
TP53	TERT	-1
TERT	TP53	-1
HOXC13	SPI1	-1
TP73	TERT	-1
TERT	TP73	-1
TP53TG5	TP53	1
RB1	PCNA	-1
EZH2	RPLP0	1
ESR1	KDR	1
RUNX1	SYMPK	-1
H2AFB1	MYC	1
PI3	GLI2	-1
YY1	GDAP1	1
CCNT2	CHEK1	1
CCNT1	CHEK1	1
SMARCA4	MECOM	1
ETS2	IL5	1
ETS1	IL5	1
JUN	SPRR1B	1
CARM1	SULT2A1	1
CEBPB	OXTR	1
ING1	TP53	1
ING4	TP53	1
AR	PTGS2	-1
SP1	APEX1	-1
EP300	MYC	-1
FADS2	PPARA	1
PPARA	FADS1	1
FADS1	PPARA	1
KLK3	TP53	-1
JUN	ETS1	1
IL12RB1	CD3E	1
APCDD1	TCF7L2	1
NFIL3	TNFSF10	-1
MMP26	TCF7L2	1
TBL1X	GRHL1	1
SP1	ELF4	1
CDH2	RBPJ	1
ETS1	KDR	1
EP300	LEP	-1
MAPK14	PTGS2	1
MAPK11	PTGS2	1
E2F6	RRM2	-1
MSX2	CTNNB1	1
MSX1	CTNNB1	1
TFE3	RRM1	1
TFE3	RRM2	1
THBS1	MYC	-1
MSLN	CTNNB1	1
POU5F1	STAT3	1
MT1L	CTNNB1	1
NFKB1	PTEN	1
RARG	BGLAP	1
BRCA1	RBL2	-1
RBL2	BRCA1	-1
BRCA1	RBL1	-1
PTGDR	MCL1	-1
RBL1	BRCA1	-1
MED10	FABP4	1
MED17	FABP4	1
MED18	FABP4	1
MED15	FABP4	1
MED16	FABP4	1
MED13	FABP4	1
MED14	FABP4	1
MED11	FABP4	1
SP1	LEP	1
MED12	FABP4	1
MED19	FABP4	1
MED20	FABP4	1
MED21	FABP4	1
MED28	FABP4	1
MED29	FABP4	1
MED26	FABP4	1
MED27	FABP4	1
MED24	FABP4	1
MED25	FABP4	1
MED22	FABP4	1
MED23	FABP4	1
FOXF2	ITGB1	-1
SP1	FXR2	1
NFIC	SMUG1	1
NELFCD	ATR	1
NELFCD	ATM	1
GATA1	ZNF268	-1
MED31	FABP4	1
MED30	FABP4	1
HIF1A	SDHB	-1
MAPK3	PTGS2	1
MAPK1	PTGS2	1
IL10	TNF	-1
CARM1	CD36	1
MZF1	TERT	-1
IL13	TNF	-1
TAF9	TERT	1
IRF1	MYB	-1
COL3A1	SMAD3	1
HEY1	PROX1	-1
MSX2	RUNX2	-1
TWIST1	CD44	1
TWIST2	CD44	1
NFATC2	NFATC1	1
NFATC3	NFATC1	1
TNFSF10	FOXO3	1
FOXO3	TNFSF10	1
FOXO4	TNFSF10	1
TNFSF10	FOXO1	1
FOXO1	TNFSF10	1
JAK1	CCND3	1
JAK3	CCND3	1
APC	PTGS2	-1
RXRA	HSD17B2	1
SAP30	TERT	-1
EP300	ODC1	1
HDAC1	IL5	-1
HDAC1	IL2	-1
SP3	LPL	1
CBX3	E2F1	-1
MED1	RGL1	1
CBFB	SPP1	1
E2F6	CBX5	-1
CBX5	E2F6	-1
SP1	LOR	1
SREBF2	FDPS	1
SREBF1	FDPS	1
FDPS	SREBF1	1
JUND	CCR4	1
HDAC3	ID2	-1
NCOA6	ACOX1	1
NCOA2	ACOX1	1
NCOA1	ACOX1	1
RARG	ICAM1	1
RARA	ICAM1	1
POU2F1	PTGIR	1
LIN37	RBL1	-1
FOXA1	APOB	1
TP53	BCL6	1
IFIT3	STAT2	1
JUNB	CD82	1
LIN54	RBL1	-1
LIN52	RBL1	-1
EP300	BDKRB2	1
SP1	MET	1
SP1	PHGDH	1
B2M	EOMES	1
E2F1	TP53BP2	1
TP53BP2	E2F1	1
TP53BP2	E2F2	1
TP53BP2	E2F3	1
ZEB2	MEOX2	-1
BRCA1	TFF1	-1
FASLG	MYC	1
MYC	FASLG	1
ATXN3	SOD2	1
STAT3	PRDM1	1
CARM1	ALAS1	1
EP300	HINFP	1
TFPT	EAF2	-1
SAP18	TERT	-1
LMO2	NFATC1	1
SIRT1	CCAR2	-1
TFDP1	HIC1	1
NFATC1	CSF2	1
NFATC2	CSF2	1
TFDP2	HIC1	1
NFATC3	CSF2	1
STAT5A	IRF8	-1
SPI1	CCL2	1
STAT5B	IRF8	-1
SP1	MVK	1
VDR	IL10	-1
ZNF385A	SFN	1
TFAP2A	CRYAB	1
TFAP2B	CRYAB	1
SP1	MPO	1
SPI1	CD40	1
NR3C1	NTS	1
NCOA6	CYP7A1	1
IRF3	MAVS	1
SPIB	CD40	1
CREB1	JUN	-1
TAF9	GADD45A	1
JUN	VDR	1
EP300	FABP7	1
EP300	FABP4	1
GRB14	FOXO3	1
TBL1XR1	CYP4A11	1
STAT4	PRF1	1
HDAC7	HDC	-1
PRF1	STAT3	1
SFPQ	STAT6	-1
PRF1	STAT1	1
IRF2	CXCR4	-1
SP1	MIF	1
PUM2	DCUN1D3	-1
MED1	FDFT1	1
MYOCD	ACTA2	1
NR3C1	NR1I3	1
SP3	NF1	1
PAX6	GIP	1
STAT5B	IGF1	1
STAT4	ARF1	-1
MYOCD	ACTG2	1
ETV6	CDKN1A	1
ELOC	CHEK1	1
ELOA	CHEK1	1
ELOB	CHEK1	1
HDAC1	FOS	-1
COL1A1	SMAD3	1
COL1A2	SMAD3	1
MAX	TK1	1
SRM	MYC	1
TFAP2A	APOE	1
STAT1	SMAD7	1
SP1	MYC	1
SP3	MYB	1
WT1	JUN	1
FOXO1	BCL2L11	1
FOXO4	BCL2L11	1
FOXO3	BCL2L11	1
BCL2L11	FOXO3	1
PITX1	HES1	-1
HSF1	NAT1	1
MYC	TK1	1
MYB	TK1	1
NPAS2	NAMPT	1
MAMLD1	GZMB	1
FOXA2	HMGCS1	1
AR	CYP7B1	-1
STAT6	SELE	-1
RUNX3	DNASE1	1
PAX6	GCG	1
HDAC1	GCK	-1
HDAC2	GCK	-1
CUX1	WNT5A	1
HELZ2	TXNRD1	1
CHEK1	RAD51D	1
RAD51D	CHEK1	1
WT1	IGF2	-1
WT1	IGF1	-1
NFKB1	IL1B	1
NFKB1	IL18	1
CTNNB1	PITX2	1
IFITM1	GLI2	-1
RELA	NFKB1	1
ZNF160	TLR4	-1
YBX1	AGT	1
NR2E3	RHO	1
FOS	GJA1	1
HLA-E	GLI2	-1
GLI3	HLA-G	-1
EP300	BNIP3L	1
FOXM1	NFATC3	1
SP1	CXCL5	1
NFATC2	FOXP3	1
IL2RG	IRF4	1
FLI1	IGFBP3	-1
HIGD1A	AR	1
CEBPD	PRTN3	1
TBL1X	CYP1A1	1
CEBPB	PRTN3	1
CEBPA	PRTN3	1
MAF	MMP13	1
STAT3	PTEN	1
STAT5A	IFNG	1
UNG	MYC	1
HIST2H2BE	BCL2	1
MAZ	MMP14	1
HELZ2	SULT2A1	1
CHD9	GRHL1	1
YY1	IL4	1
YY1	IL5	1
IL5	YY1	1
RARA	FGFBP1	1
NFKB1	IL10	1
NR5A1	NR0B1	1
SUZ12	SNAI2	-1
NPM1	CDKN1A	1
CREB1	NR2F6	-1
CREB1	NR2F1	-1
SLC2A4	SREBF1	1
JUN	PTN	1
CEBPA	BCL2	-1
FOXM1	SFTPB	1
STAT3	POMC	1
RUNX1	VEGFA	-1
MYB	MPO	1
IL8	IRF9	-1
ALB	PAG1	1
MNT	MYC	1
JUN	FASLG	1
DLL4	RBPJ	1
MYC	MME	1
PGR	IL10	-1
LGALS3	RUNX1	1
RUNX1	LGALS3	1
LGALS3	RUNX2	1
RUNX2	LGALS3	1
HDAC2	CXCL8	-1
NR1H4	NR1I2	1
MAX	NBN	1
FZR1	CXCL8	1
BAMBI	SMAD3	1
SMAD3	BAMBI	1
BAMBI	SMAD4	1
SMAD4	BAMBI	1
NFKB1	IFNG	1
WT1	CKM	1
HAND2	DBH	1
HDAC3	CXCR4	-1
CHD9	HMGCS1	1
CHD9	HMGCS2	1
ITGB1	LEF1	-1
CTBP1	BRCA2	-1
HDAC3	NR1D1	-1
FOXQ1	WNT3A	1
CTBP1	BRCA1	-1
NCL	MYC	1
MYC	NBN	1
ERG	VIM	1
CREBBP	RGL1	1
NRF1	PRDX5	1
NRF1	PRDX3	1
DYNC1I1	CTNNB1	1
CLOCK	RORA	1
ATF1	CFTR	1
CSE1L	TP53AIP1	1
CIITA	IL4	-1
WNT16	FOXO1	1
SP3	HGF	1
SP1	HGF	1
TWIST1	CTPS1	1
TWIST2	CTPS1	1
HOXC9	HOXB8	-1
FOXA1	SFTPB	1
FOXA1	SFTPD	1
MYB	MYC	1
RELA	PGR	-1
PGR	RELA	-1
CREB1	LYL1	1
HMGA2	POU1F1	1
HMGA1	POU1F1	1
SMARCD3	APOA5	1
SMARCD3	APOA1	1
SMARCD3	APOA2	1
CASP4	CTNNB1	-1
PPARA	PLIN2	-1
F3	RELA	1
PAX6	FABP7	1
CTCFL	BAG1	1
JUN	NR3C1	1
PTGDR	CCNE1	1
PTGDR	CCNE2	1
CDK11B	MYC	1
ERG	VWF	1
TP73	CASP1	1
TP73	CASP2	1
SP1	XIAP	1
TP63	CASP1	1
ARNT	ALDOA	1
TP53	CASP6	1
CASP7	TP53	1
SIRT1	CDH1	-1
TP53	CASP1	1
CASP1	TP53	1
HDAC11	IL10	-1
PAX5	BAX	1
AATF	BAX	-1
FOXQ1	BCL11A	1
ING4	NGF	-1
ABL1	CCND2	1
SP1	HTT	1
PPARG	BCL2L1	-1
USF1	CIITA	1
SP1	HPR	1
RELA	TF	1
BTG2	SPHK1	1
NF1	MYC	1
COL7A1	SMAD3	1
COL7A1	SMAD4	1
COL7A1	SMAD2	1
HIST2H3C	KDM4B	1
RUNX3	MMP9	-1
TP53	MMP1	-1
RELA	GNRH2	-1
NR3C1	IL13	-1
ING4	CXCL8	-1
MYC	CXCR4	1
SP1	IL6	1
PPARG	PTEN	1
PHOX2B	TLX2	1
PHOX2A	TLX2	1
XBP1	PPP2R5B	1
CREBBP	KRT14	-1
PTGDR	CCNA2	1
SAT1	FOXO3	1
CREM	CD247	-1
NR1I2	RELA	-1
PIK3R1	CCND3	1
PIK3R1	CCND1	1
BAK1	TP53	1
AHR	PCNA	1
TBL1X	CYP7A1	1
STAT3	HSPA4	1
STAT3	HSPB1	1
CTNNB1	CACNA1G	1
CARM1	CYP1A1	1
MOV10	MECP2	-1
IFNA10	IFNG	1
SPI1	FCER1A	1
NFKB2	RBPJ	1
SIRT1	FOXO3	-1
SIRT1	TNFRSF10B	-1
SP1	IVL	1
BAG2	CTNNB1	-1
IFNA14	IFNG	1
BAG3	CTNNB1	-1
IFNA16	IFNG	1
IFNA17	IFNG	1
IFNA21	IFNG	1
NR4A1	BABAM2	-1
NR5A1	LHB	1
JUN	MMP13	1
EGR2	FCER2	1
PIK3CA	CCND1	1
PIK3CA	CCND3	1
NRF1	CAPNS1	1
RELA	HYAL1	1
PHB	MYC	1
FAM189A2	CTNNB1	1
ARNT	LDHA	1
CARM1	ACADM	1
COL6A2	SMAD3	1
COL6A3	SMAD3	1
COL6A1	SMAD3	1
MAML2	PTCRA	1
MAML3	PTCRA	1
MAML1	PTCRA	1
YY1	DBH	1
MBD2	GSTP1	-1
SP1	SLC39A8	1
SMARCD3	RGL1	1
NRL	NR2E3	1
EGR1	HPSE	1
AIP	RSF1	-1
SP1	RANBP1	1
RB1	RBL1	-1
GBX2	IL6	1
TCEA1	FANCD2	1
IFNAR1	IFNG	1
IFNAR2	IFNG	1
TBL1X	ALAS1	1
IL10	CXCL2	-1
IL10	CXCL1	-1
IL13	CXCL8	-1
IL10	CXCL8	-1
SP3	JUN	1
PPARG	CDKN1A	1
JUN	TNC	1
JUN	TNF	1
JUNB	CBFB	1
AR	CDH1	-1
COL5A2	SMAD3	1
ALPP	FOXO1	1
NANOG	CDC25A	-1
BBC3	TP53	1
TP53	BBC3	1
STAT4	PPIA	1
MYC	XPO1	1
TP73	BBC3	1
TP63	BBC3	1
RFX1	MYC	-1
TP53	E2F3	-1
RELA	SIRT1	1
HIF1A	AGTR1	1
MAMLD1	HEYL	1
MAMLD1	HEY1	1
MAMLD1	HEY2	1
SLC2A14	CTNNB1	1
NR0B1	PBX1	1
AR	TSC1	-1
AR	TSC2	-1
ATF2	NOS3	-1
NRL	RBP3	-1
CFLAR	GLI2	1
IL6	GLI2	1
RAD51	EGR1	1
TIMP3	GLI2	-1
CHD9	PLIN2	1
YY1	NF1	1
SP1	TNC	1
SP1	TNF	1
TBL1XR1	PEX11A	1
ONECUT1	CCND1	1
CARM1	CYP7A1	1
TP53	MGMT	-1
SP1	TK1	1
MAMLD1	HES5	1
PAX3	CXCR4	1
FOXP2	PLAUR	1
TP53	TP53INP1	1
SP1	GAST	1
PAX6	MET	1
PAX5	MET	1
PAX3	MET	1
ERG	PIM1	1
E2F1	TLR3	-1
RELA	NOLC1	1
EP300	GCK	1
IL10	LIF	-1
PER2	SNAI2	-1
CARM1	ACOX1	1
ABCB1	TCF7L2	1
CHD9	ABCA1	1
TP53	TCF7L2	-1
CREBBP	FDFT1	1
IL2RG	SOCS3	1
OTX2	PAX6	1
NR3C1	IFNG	-1
MAP2K5	STAT3	1
IL2RA	SOCS3	1
IL2RB	SOCS3	1
NFYB	GGPS1	1
NFYC	GGPS1	1
NFYA	GGPS1	1
PTTG1	CCNB1	1
CEBPE	SPI1	-1
IRF1	IFNA13	1
FOXM1	SKP2	1
SEMA4A	VEGFA	1
ADAM2	LEF1	-1
SP1	GCLC	1
STAT3	CDKN1A	1
CDKN1A	STAT1	1
STAT1	CDKN1A	1
NPM1	ATF5	-1
CTDP1	FANCD2	1
IRF7	IFNA13	1
NFKB1	IRF7	1
NFKB1	IRF4	1
NFKB1	IRF1	1
IRF1	NFKB1	1
STAT6	HSD3B2	1
EP300	EPO	1
PPARG	APOB	-1
CREBBP	IRF9	1
CREBBP	IRF1	1
SP1	VIM	1
SRF	VCL	1
SP1	MMP14	1
CREB5	TGFBR3	1
TBL1X	CPT2	1
TNFAIP8	FOXO3	1
STAT6	IL13RA2	1
SP1	MMP11	1
CREM	CCNA2	-1
SRF	MMP14	1
